water_name,county,species,quantity,length,stock_date,source_year
TRIAL L A-61,SUMMIT,TIGER TROUT,1002,9.41,07/18/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,1000,10.07,07/19/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,1800,10,07/21/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,1000,10,08/01/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,1000,10,08/15/2022,2022
TRIAL L A-61,SUMMIT,TIGER TROUT,1002,9.63,08/16/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,301,10.28,08/23/2022,2022
TRIAL L A-61,SUMMIT,RAINBOW,1000,10.28,08/29/2022,2022
TRIDENT L A-41,SUMMIT,BROOK TROUT,108,2.75,06/29/2022,2022
"TWIN L, UPPER A-32",SUMMIT,BROOK TROUT,456,2.75,06/27/2022,2022
W-59,SUMMIT,BROOK TROUT,153,3.03,09/26/2022,2022
W-62,SUMMIT,BROOK TROUT,204,2.75,06/27/2022,2022
WALL L A-29,SUMMIT,TIGER TROUT,1863,2.65,06/28/2022,2022
WASHINGTON L A-23,SUMMIT,BROOK TROUT,2000,2.92,07/04/2022,2022
WASHINGTON L A-23,SUMMIT,RAINBOW,1507,10.07,07/05/2022,2022
WASHINGTON L A-23,SUMMIT,TIGER TROUT,1572,9.52,07/06/2022,2022
WASHINGTON L A-23,SUMMIT,RAINBOW,1502,10.07,07/18/2022,2022
WASHINGTON L A-23,SUMMIT,TIGER TROUT,498,9.41,07/18/2022,2022
WASHINGTON L A-23,SUMMIT,TIGER TROUT,501,9.41,08/02/2022,2022
WATSON L A-27,SUMMIT,BROOK TROUT,300,2.75,06/27/2022,2022
WEBER R,SUMMIT,RAINBOW,802,10.14,05/16/2022,2022
WEBER R,SUMMIT,RAINBOW,112,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,224,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,112,9.21,06/02/2022,2022
WEBER R,SUMMIT,RAINBOW,75,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,200,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,75,10,07/21/2022,2022
WEBER R,SUMMIT,RAINBOW,76,10.28,08/22/2022,2022
WEBER R,SUMMIT,RAINBOW,101,10.28,08/22/2022,2022
WEBER R,SUMMIT,RAINBOW,76,10.28,08/22/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,3540,9.41,06/02/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,1600,9.21,06/02/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,506,10.96,06/22/2022,2022
WHITNEY RES,SUMMIT,RAINBOW,1700,10.07,07/12/2022,2022
WHITNEY RES,SUMMIT,TIGER TROUT,9660,4.99,07/21/2022,2022
WHITNEY RES,SUMMIT,TIGER TROUT,9660,4.99,07/21/2022,2022
"YELLOWPINE,LOWER W66",SUMMIT,BROOK TROUT,204,2.75,06/27/2022,2022
"YELLOWPINE,UPPER W65",SUMMIT,BROOK TROUT,300,2.75,06/27/2022,2022
ANGEL L WR-19,DUCHESNE,MUSKIE TIGER,150,5.93,06/26/2024,2024
ATWINE L X-64,DUCHESNE,BROOK TROUT,1350,2.93,06/26/2024,2024
AVINTAQUIN CR,DUCHESNE,CUTTHROAT,3500,2.04,10/23/2024,2024
BECKY L WR-77,DUCHESNE,BROOK TROUT,166,2.93,06/26/2024,2024
BEDGROUND L Z-46,DUCHESNE,GRAYLING ARCTIC,299,2.47,09/23/2024,2024
BIG DOG L X-32,DUCHESNE,GRAYLING ARCTIC,299,2.47,09/23/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,5136,9.4,05/10/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,2226,9.4,05/10/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,4960,9.41,05/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,1681,9.41,05/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,2000,9.79,11/14/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,1562,4.82,11/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,3977,4.56,11/18/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,315,4.15,11/18/2024,2024
BLYTHE L Z-20,DUCHESNE,BROOK TROUT,398,2.9,07/02/2024,2024
BONNIE L Z-6,DUCHESNE,BROOK TROUT,602,2.9,07/02/2024,2024
BROWNS DRAW RES,DUCHESNE,RAINBOW,14969,3.57,05/15/2024,2024
BROWNS DRAW RES,DUCHESNE,TIGER TROUT,1304,3.17,05/29/2024,2024
BROWNS DRAW RES,DUCHESNE,BROWN TROUT,2003,2.57,06/15/2024,2024
BUD L Z-2,DUCHESNE,BROOK TROUT,561,2.9,07/02/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,299,12.25,06/19/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,302,9.87,06/20/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,300,10,07/02/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,300,10,07/03/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,325,10,07/08/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,300,10,07/08/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,306,10.21,07/15/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,300,10,07/15/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,299,10.28,07/23/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,322,10.28,07/29/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,318,10.56,07/31/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,311,10.28,08/05/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,213,10.55,08/12/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,311,10.28,08/14/2024,2024
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,309,11.02,08/28/2024,2024
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,280,12.13,10/21/2024,2024
CASTLE L D-14,DUCHESNE,CUTTHROAT,196,1.48,09/23/2024,2024
CHAIN L NO 4 U-4,DUCHESNE,CUTTHROAT,681,1.85,09/23/2024,2024
CONTINENT L X-121,DUCHESNE,CUTTHROAT,2695,1.48,09/23/2024,2024
CRATER L X-94,DUCHESNE,SPLAKE,706,2.94,07/09/2024,2024
D-19,DUCHESNE,BROOK TROUT,41,2.9,07/02/2024,2024
DALE L Z-39,DUCHESNE,BROOK TROUT,1469,2.91,06/28/2024,2024
DAYNES L Z-38,DUCHESNE,BROOK TROUT,2003,2.91,06/28/2024,2024
DEAN L Z-40,DUCHESNE,BROOK TROUT,1603,2.91,06/28/2024,2024
DENISE L WR-9,DUCHESNE,BROOK TROUT,249,2.93,06/26/2024,2024
DUCHESNE R,DUCHESNE,RAINBOW,400,10.12,06/26/2024,2024
DUCHESNE R,DUCHESNE,RAINBOW,400,10.56,07/22/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1000,10.12,06/26/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,899,10.56,07/22/2024,2024
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,900,10.94,08/06/2024,2024
EAST CENTER OWEEP CR,DUCHESNE,CUTTHROAT,0,1.52,10/01/2024,2024
EAST CENTER OWEEP CR,DUCHESNE,CUTTHROAT,1155,6.06,10/01/2024,2024
EAST CENTER OWEEP CR,DUCHESNE,CUTTHROAT,2149,1.59,10/01/2024,2024
EAST OWEEP CR,DUCHESNE,CUTTHROAT,331,6.06,10/01/2024,2024
ELBOW L WR-58,DUCHESNE,BROOK TROUT,2606,2.93,06/26/2024,2024
EMERALD L D-20,DUCHESNE,BROOK TROUT,41,2.9,07/02/2024,2024
EVERMAN L Z-36,DUCHESNE,BROOK TROUT,796,2.9,07/03/2024,2024
FALL CR,DUCHESNE,CUTTHROAT,2543,1.52,10/01/2024,2024
FALL CR,DUCHESNE,CUTTHROAT,430,1.59,10/01/2024,2024
FIVE POINT L X-106,DUCHESNE,CUTTHROAT,3456,1.85,09/23/2024,2024
GEM L Z-18,DUCHESNE,BROOK TROUT,204,2.9,07/03/2024,2024
JOAN L Z-19,DUCHESNE,BROOK TROUT,500,2.9,07/03/2024,2024
JORDAN L Z-35,DUCHESNE,BROOK TROUT,1795,2.9,07/03/2024,2024
KATY L WR-34,DUCHESNE,CUTTHROAT,898,1.48,09/23/2024,2024
KIDNEY L X-35,DUCHESNE,CUTTHROAT,17962,1.85,09/23/2024,2024
LAKE CANYON L,DUCHESNE,TIGER TROUT,601,3.31,06/02/2024,2024
LAKE CANYON L,DUCHESNE,CUTTHROAT,501,5.44,06/02/2024,2024
LAKE CANYON L,DUCHESNE,CUTTHROAT,1001,5.2,06/02/2024,2024
LAKE CYN,DUCHESNE,CUTTHROAT,93,7.43,10/23/2024,2024
LAKE CYN,DUCHESNE,CUTTHROAT,907,2.04,10/23/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,400,10.08,06/21/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,401,10.14,06/25/2024,2024
LAKE FK R,DUCHESNE,RAINBOW,400,10.12,06/26/2024,2024
LAKE FK R,DUCHESNE,CUTTHROAT,716,1.59,10/01/2024,2024
LAKE FK R,DUCHESNE,CUTTHROAT,212,6.06,10/01/2024,2024
LAMBERT L LF-21,DUCHESNE,BROOK TROUT,699,2.93,06/26/2024,2024
LARVAE L WR-12,DUCHESNE,BROOK TROUT,403,2.93,06/26/2024,2024
LECONTE L Z-33,DUCHESNE,CUTTHROAT,1404,1.48,09/23/2024,2024
LEDGE L X-113,DUCHESNE,CUTTHROAT,310,1.48,09/23/2024,2024
LF-43,DUCHESNE,BROOK TROUT,249,2.93,06/26/2024,2024
"LILY PAD,LOWER DG-26",DUCHESNE,BROOK TROUT,450,2.93,06/26/2024,2024
"LILY PAD,UPPER DG-25",DUCHESNE,BROOK TROUT,1102,2.93,06/26/2024,2024
"LILY PAD,UPPER DG-25",DUCHESNE,BROOK TROUT,109,2.91,06/28/2024,2024
LITTLE DOG L X-33,DUCHESNE,BROOK TROUT,699,2.93,06/26/2024,2024
LOST L Z-29,DUCHESNE,BROOK TROUT,1506,2.91,06/28/2024,2024
MABA L Z-8,DUCHESNE,BROOK TROUT,296,2.9,07/02/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,748,12.25,06/19/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1001,9.87,06/20/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,810,11.16,06/25/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1000,10,06/26/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,800,10,07/02/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,1500,10,07/08/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,800,10,07/08/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,875,10,07/15/2024,2024
MIRROR L Z-3,DUCHESNE,BROOK TROUT,3501,3.78,07/16/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,759,10.28,07/22/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,759,10.28,07/29/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,509,10.56,07/31/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,460,10.28,08/05/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,1035,10.28,08/12/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,511,10.55,08/19/2024,2024
MIRROR L Z-3,DUCHESNE,RAINBOW,757,11.02,08/28/2024,2024
MIRROR L Z-3,DUCHESNE,TIGER TROUT,364,12.13,10/21/2024,2024
MOCASSIN L WR-53,DUCHESNE,CUTTHROAT,599,1.48,09/23/2024,2024
MOON L,DUCHESNE,RAINBOW,2134,12.09,05/27/2024,2024
MOON L,DUCHESNE,RAINBOW,2288,12.04,05/31/2024,2024
MOON L,DUCHESNE,RAINBOW,329,12.28,06/07/2024,2024
MOON L,DUCHESNE,TIGER TROUT,1400,10,07/02/2024,2024
MOON L,DUCHESNE,SPLAKE,6535,2.94,07/09/2024,2024
MOON L,DUCHESNE,TIGER TROUT,1501,11.46,08/27/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,360,11.16,06/25/2024,2024
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,450,10,06/26/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,300,10,07/02/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,325,10,07/08/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,300,10,07/15/2024,2024
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,306,10.21,07/15/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,299,10.28,07/23/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,322,10.28,07/29/2024,2024
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,360,10.56,07/31/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,311,10.28,08/05/2024,2024
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,341,10.55,08/12/2024,2024
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,207,10.28,08/14/2024,2024
MUD L X-66,DUCHESNE,BROOK TROUT,379,2.93,06/26/2024,2024
OGDEN L WR-5,DUCHESNE,CUTTHROAT,1002,1.48,09/23/2024,2024
OWEEP CR,DUCHESNE,CUTTHROAT,1647,1.59,10/01/2024,2024
OWEEP CR,DUCHESNE,CUTTHROAT,984,1.52,10/01/2024,2024
OWEEP CR,DUCHESNE,CUTTHROAT,1035,6.06,10/01/2024,2024
PACKARD L Z-15,DUCHESNE,BROOK TROUT,898,2.9,07/03/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,299,12.25,06/19/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,499,9.87,06/20/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,360,11.16,06/25/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,500,10,07/03/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,325,10,07/08/2024,2024
PASS L Z-5,DUCHESNE,BROOK TROUT,510,2.9,07/10/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,259,10.21,07/15/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,300,10,07/15/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,299,10.28,07/23/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,322,10.28,07/29/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,254,10.56,07/31/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,311,10.28,08/05/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,426,10.55,08/12/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,425,10.28,08/14/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,426,10.55,08/19/2024,2024
PASS L Z-5,DUCHESNE,RAINBOW,402,11.02,08/28/2024,2024
PASS L Z-5,DUCHESNE,TIGER TROUT,280,12.13,10/21/2024,2024
PINE ISLAND L X-8,DUCHESNE,BROOK TROUT,8378,2.91,06/28/2024,2024
POLE CR L,DUCHESNE,TIGER TROUT,495,3.64,06/26/2024,2024
PORCUPINE L LF-22,DUCHESNE,CUTTHROAT,299,1.48,09/23/2024,2024
R C NO 1 LAKE WR-2,DUCHESNE,CUTTHROAT,599,1.48,09/23/2024,2024
RAINBOW L U-33,DUCHESNE,TIGER TROUT,698,3.64,06/26/2024,2024
RED CR,DUCHESNE,CUTTHROAT,3007,4.62,04/21/2024,2024
RED CR,DUCHESNE,CUTTHROAT,1714,4.47,04/21/2024,2024
RED CR RES,DUCHESNE,TIGER TROUT,5000,3.17,05/29/2024,2024
RED CR RES,DUCHESNE,RAINBOW,9420,6.83,09/04/2024,2024
ROBB L WR-1,DUCHESNE,BROOK TROUT,320,2.93,06/26/2024,2024
ROCK CR,DUCHESNE,BROWN TROUT,201,2.46,06/07/2024,2024
ROCK CR,DUCHESNE,TIGER TROUT,268,3.26,06/07/2024,2024
ROCK CR,DUCHESNE,CUTTHROAT,300,4.36,06/07/2024,2024
ROCK CR,DUCHESNE,RAINBOW,1092,9.99,06/28/2024,2024
ROCK CR,DUCHESNE,RAINBOW,696,10.56,07/22/2024,2024
ROCK CR,DUCHESNE,RAINBOW,507,10.94,08/06/2024,2024
"ROCK CR, S FK",DUCHESNE,BROOK TROUT,931,4.85,08/19/2024,2024
SCOUT L Z-12,DUCHESNE,RAINBOW,810,11.16,06/25/2024,2024
SCOUT L Z-12,DUCHESNE,BROOK TROUT,1000,2.9,07/02/2024,2024
SHALER L Z-34,DUCHESNE,CUTTHROAT,1301,1.48,09/23/2024,2024
SOWERS CR,DUCHESNE,CUTTHROAT,1010,2.08,10/22/2024,2024
STARVATION RES,DUCHESNE,SUNFISH BLUEGILL,1495,3.38,10/03/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1880,10.32,11/10/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,19324,2.32,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1825,10.29,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1652,10.31,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1960,10.18,11/11/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9125,10.11,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1008,10.08,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,731,10.08,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,10920,9.82,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,538,10.11,11/12/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9640,10.24,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,3800,10.31,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,9560,10.26,11/13/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,17,13.42,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,2200,9.79,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,50,10.11,11/14/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,3057,9.66,11/15/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,1352,10.14,11/15/2024,2024
STARVATION RES,DUCHESNE,RAINBOW,2183,9.37,11/15/2024,2024
STRAWBERRY R,DUCHESNE,RAINBOW,508,9.43,06/13/2024,2024
STRAWBERRY R,DUCHESNE,RAINBOW,500,10.08,07/09/2024,2024
SURVEY L RC-20,DUCHESNE,BROOK TROUT,97,2.91,06/28/2024,2024
TOQUER L LF-25,DUCHESNE,CUTTHROAT,444,1.48,09/23/2024,2024
TWIN L X-49,DUCHESNE,MUSKIE TIGER,165,5.93,06/26/2024,2024
TWIN L X-49,DUCHESNE,CUTTHROAT,702,1.48,09/23/2024,2024
TWIN L X-77,DUCHESNE,GRAYLING ARCTIC,326,2.47,09/23/2024,2024
U- 22,DUCHESNE,BROOK TROUT,604,2.93,06/26/2024,2024
U- 75,DUCHESNE,CUTTHROAT,524,1.85,09/23/2024,2024
U- 91,DUCHESNE,CUTTHROAT,524,1.85,09/23/2024,2024
UINTA POND,DUCHESNE,RAINBOW,500,9.53,05/24/2024,2024
UINTA POND,DUCHESNE,BROOK TROUT,104,3.2,06/08/2024,2024
UINTA POND,DUCHESNE,RAINBOW,500,9.84,06/08/2024,2024
UINTA R,DUCHESNE,RAINBOW,1000,10.19,06/28/2024,2024
UINTA R,DUCHESNE,RAINBOW,999,10.48,07/21/2024,2024
UINTA R,DUCHESNE,RAINBOW,819,10.78,08/16/2024,2024
UPPER STILLWATER RES,DUCHESNE,BROOK TROUT,3036,4.67,08/19/2024,2024
"WEEP L, OLD LF-30",DUCHESNE,CUTTHROAT,454,1.48,09/23/2024,2024
WEST CENTER OWEEP CR,DUCHESNE,CUTTHROAT,1158,6.06,10/01/2024,2024
WEST CENTER OWEEP CR,DUCHESNE,CUTTHROAT,2149,1.59,10/01/2024,2024
WEST OWEEP CR,DUCHESNE,CUTTHROAT,535,6.06,10/01/2024,2024
WILDER L Z-13,DUCHESNE,BROOK TROUT,398,2.9,07/03/2024,2024
WOLF CR,DUCHESNE,BROOK TROUT,1861,4.85,08/19/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,498,10.14,06/25/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,1000,10.51,07/23/2024,2024
YELLOWSTONE R,DUCHESNE,RAINBOW,502,10.94,08/06/2024,2024
BIG SANDWASH RES,DUCHESNE,RAINBOW,3169,9.54,05/17/2025,2025
BIG SANDWASH RES,DUCHESNE,RAINBOW,4960,9.69,05/24/2025,2025
BIG SANDWASH RES,DUCHESNE,RAINBOW,4913,9.6,06/01/2025,2025
BLUE L Z-32,DUCHESNE,TIGER TROUT,1396,3.8,07/02/2025,2025
BLYTHE L Z-20,DUCHESNE,BROOK TROUT,400,3.01,06/26/2025,2025
BONNIE L Z-6,DUCHESNE,BROOK TROUT,600,3.01,06/26/2025,2025
BROWNS DRAW RES,DUCHESNE,RAINBOW,15003,4.17,05/03/2025,2025
BROWNS DRAW RES,DUCHESNE,TIGER TROUT,1362,3.1,05/30/2025,2025
BUD L Z-2,DUCHESNE,BROOK TROUT,560,3.01,06/26/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,277,10.6,06/17/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,78,10.6,06/17/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,348,10.14,06/24/2025,2025
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,298,11.08,06/25/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,350,10.77,07/07/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,350,10.77,07/09/2025,2025
BUTTERFLY L Z-1,DUCHESNE,TIGER TROUT,300,11.08,07/10/2025,2025
BUTTERFLY L Z-1,DUCHESNE,BROOK TROUT,1359,3.6,07/11/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,352,10.44,07/14/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,350,10.77,07/21/2025,2025
BUTTERFLY L Z-1,DUCHESNE,RAINBOW,351,12.44,07/29/2025,2025
CARROT L U-17,DUCHESNE,BROOK TROUT,1502,3.4,07/01/2025,2025
CLIFF L WR-49,DUCHESNE,BROOK TROUT,1996,3.4,06/30/2025,2025
D-19,DUCHESNE,BROOK TROUT,40,3.01,06/26/2025,2025
DOCS L X-15,DUCHESNE,BROOK TROUT,1098,3.53,07/07/2025,2025
DUCHESNE R,DUCHESNE,RAINBOW,399,10.07,06/16/2025,2025
DUCHESNE R,DUCHESNE,RAINBOW,400,10.35,07/02/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1000,10.07,06/16/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,1002,10.35,07/02/2025,2025
"DUCHESNE R, N FK",DUCHESNE,RAINBOW,800,10.85,07/21/2025,2025
EMERALD L D-20,DUCHESNE,BROOK TROUT,53,3.01,06/26/2025,2025
FARMERS L X-23,DUCHESNE,BROOK TROUT,6156,3.53,07/07/2025,2025
FOX RES U-47,DUCHESNE,BROOK TROUT,2427,3.4,06/30/2025,2025
FOX RES U-47,DUCHESNE,BROOK TROUT,5364,3.53,07/07/2025,2025
GLADYS L X-128,DUCHESNE,BROOK TROUT,750,3.53,07/07/2025,2025
HOOVER L Z-10,DUCHESNE,BROOK TROUT,1400,3.01,06/25/2025,2025
"KIDNEY L, WEST U-26",DUCHESNE,BROOK TROUT,2997,3.4,07/01/2025,2025
LAKE CANYON L,DUCHESNE,TIGER TROUT,606,3.24,05/27/2025,2025
LAKE CANYON L,DUCHESNE,CUTTHROAT,900,5.31,05/27/2025,2025
LAKE FK R,DUCHESNE,RAINBOW,402,10.07,06/16/2025,2025
LAKE FK R,DUCHESNE,RAINBOW,400,10.37,07/03/2025,2025
LINDA L LF-36,DUCHESNE,BROOK TROUT,403,3.53,07/07/2025,2025
MABA L Z-8,DUCHESNE,BROOK TROUT,300,3.01,06/26/2025,2025
MARSHALL L Z-11,DUCHESNE,BROOK TROUT,1800,3.01,06/25/2025,2025
MILK L Y-25,DUCHESNE,BROOK TROUT,1751,3.4,07/01/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,899,10.6,06/17/2025,2025
MIRROR L Z-3,DUCHESNE,TIGER TROUT,630,11.08,06/23/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,902,10.44,06/23/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,900,10.77,07/07/2025,2025
MIRROR L Z-3,DUCHESNE,BROOK TROUT,3551,3.55,07/09/2025,2025
MIRROR L Z-3,DUCHESNE,TIGER TROUT,626,11.08,07/10/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,1023,10.44,07/14/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,772,10.44,07/14/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,900,10.77,07/21/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,650,12.44,07/28/2025,2025
MIRROR L Z-3,DUCHESNE,RAINBOW,247,12.44,07/28/2025,2025
MOON L,DUCHESNE,RAINBOW,3983,9.76,05/29/2025,2025
MOON L,DUCHESNE,RAINBOW,3901,9.91,06/10/2025,2025
MOON L,DUCHESNE,TIGER TROUT,1400,11.26,07/23/2025,2025
MOON L,DUCHESNE,SPLAKE,6508,3.06,08/05/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,349,10.6,06/17/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,348,10.14,06/24/2025,2025
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,187,11.08,06/25/2025,2025
MOOSEHORN L Z-4,DUCHESNE,TIGER TROUT,185,11.08,06/25/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,350,10.77,07/07/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,350,10.77,07/09/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,352,10.44,07/14/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,350,10.77,07/21/2025,2025
MOOSEHORN L Z-4,DUCHESNE,RAINBOW,319,12.44,07/29/2025,2025
PALISADE L Z-28,DUCHESNE,BROOK TROUT,1397,3.53,07/07/2025,2025
PAPOOSE L WR-52,DUCHESNE,BROOK TROUT,677,3.4,07/01/2025,2025
PASS L Z-5,DUCHESNE,RAINBOW,500,10.6,06/17/2025,2025
PASS L Z-5,DUCHESNE,TIGER TROUT,347,11.08,06/23/2025,2025
PASS L Z-5,DUCHESNE,RAINBOW,396,10.44,06/23/2025,2025
PASS L Z-5,DUCHESNE,RAINBOW,300,10.77,07/07/2025,2025
PASS L Z-5,DUCHESNE,RAINBOW,100,10.77,07/07/2025,2025
PASS L Z-5,DUCHESNE,TIGER TROUT,349,11.08,07/10/2025,2025
PASS L Z-5,DUCHESNE,BROOK TROUT,1359,3.6,07/11/2025,2025
PASS L Z-5,DUCHESNE,RAINBOW,396,10.44,07/14/2025,2025
